permit_number,streetname,Cross Street 1,Cross Street 2,Permit Type,Agent,AgentPhone,Permit Purpose,Approved Date,Status,cnn,permit_zipcode,permit_start_date,permit_end_date,permit_address,24/7 Contact,Inspector,CurbRampWork,X,Y,Latitude,Longitude,Location
20SSP-00169,BEACH ST,WEBSTER ST,FILLMORE ST,StreetSpace,Carmassi & Sons Painting,415 454 3945,,05/05/2020,ACTIVE,2850000,94123,05/12/2020,06/11/2020,1655 BEACH ST,415 454 3945,George Shami,,6002301.56997,2121189.48497,37.8045111965367,-122.436283259131,POINT (-122.436283259131 37.8045111965367)
19IE-00929,TREAT AVE,22ND ST,23RD ST,StrtImprov,MONTES BROS CONSTRUCTION INC,510-778-4588,"Reconstruct sidewalk, curb cut and curb/gutter. Saw-cut minimum 2’ for AC conform and replace with 2” ACWS over 8” concrete base. All work shall be done per city standards and as directed by City inspector.",05/21/2020,APPROVED,12688000,94110,,05/13/2021,969 TREAT AVE,Refer to Agent,,,6008641.74102,2102916.70492,37.7546966932926,-122.413049627556,POINT (-122.413049627556 37.7546966932926)
20SSP-00116,ELLIS ST,LARKIN ST,POLK ST,StreetSpace,PROJECT OPEN HAND,(415) 447-2417,,04/30/2020,APPROVED,5178000,94109,05/31/2020,06/30/2020,730 POLK ST,415-447-2363,,,6007094.25387,2113544.46671,37.7837910234116,-122.419155086402,POINT (-122.419155086402 37.7837910234116)
19EXC-02689,FOLSOM ST,GROTE PL,01ST ST,Excavation,Mitchell Engineering. Inc.,415-589-7316,"Transbay Folsom Streetscape Improvements (rebid) Project, Contract ID No. 1000012784",06/14/2019,APPROVED,5656000,94105,06/15/2019,10/09/2020,,415-523-7321,Roberto Aguirre,true,6014325.57544,2114749.09795,37.7875032440708,-122.394221597303,POINT (-122.394221597303 37.7875032440708)
20PKT-00002,HAYES ST,FRANKLIN ST,GOUGH ST,Parklet,Arlequin Cafe,(415) 740-6595,"A 32' LONG PARKLET CONSISTING OF 2' x 2' MODULAR/REMOVABLE CONCRETE PAVERS, SET IN STEEL FRAME, WITH FIVE (5) CABLE RAILINGS AT 5in O.C. AT EDGE OF PARKLET (MIN. LATERAL & VERTICAL WEIGHT CAPACITY OF 250 LBS.); 32in HIGH PRESSURE TREATED WOOD PLANTERS; BENCHES AND TABLES & CHAIR SEATING FOR USE BY THE GENERAL PUBLIC FRONTING THE SUBJECT PROPERTY.",02/03/2020,APPROVED,6815000,94102,02/16/2020,02/16/2021,384 HAYES ST,Refer to Agent,Leah Lintz,,6006018.07074,2111158.50667,37.7771790954812,-122.422708668599,POINT (-122.422708668599 37.7771790954812)
19EXC-01045,ALEMANY BLVD,TINGLEY ST,THERESA ST,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,2162201,94112,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6002310.98572,2093706.21902,37.7290494252369,-122.434284628722,POINT (-122.434284628722 37.7290494252369)
18WR-0417,STANYAN ST,FULTON ST,HAYES ST,Wireless,Pacific Bell Telephone Company,650-991-4094,,06/04/2019,APPROVED,12084000,94117,06/04/2019,03/31/2030,2250 HAYES ST,Refer to Agent,,,5997094.86024,2109860.16839,37.773106711459,-122.453482956094,POINT (-122.453482956094 37.773106711459)
16IE-0423,MARIPOSA ST,ARKANSAS ST,CAROLINA ST,StrtImprov,"QLM, Inc.",408-265-0904,"Reconstruct sidewalk, curb cut, bulbout and curb/gutter per plans. Saw-cut minimum 2’ for AC conform and replace with 2” ACWS over 8” concrete base. All work shall be done per city standards and as directed by City inspector.",08/13/2019,APPROVED,8722000,94107,,08/13/2020,1601 MARIPOSA ST,Refer to Agent,,,6012642.45053,2106053.19372,37.7635325754175,-122.399434183079,POINT (-122.399434183079 37.7635325754175)
20TOC-03463,MILL ST,ANKENY ST,HARKNESS AVE,TempOccup,Champion Cleaning Specialists Inc.,513-379-7456,,05/07/2020,APPROVED,9029000,94134,05/29/2020,05/30/2020,60 MILL ST,650-347-6300,,,6010409.41235,2089833.31999,37.7188715879445,-122.406014870833,POINT (-122.406014870833 37.7188715879445)
19WR-00009,BATTERY ST,JOHN MAHER ST,UNION ST,Wireless,"Mobilitie, LLC",562-631-7008,,08/09/2019,APPROVED,2766000,94111,08/09/2019,05/31/2030,1051 BATTERY ST,Refer to Agent,,,6012265.86008,2119751.0807,37.8011227945976,-122.401699554907,POINT (-122.401699554907 37.8011227945976)
20SSP-00113,MARINA BLVD,AVILA ST \ CASA WAY,CERVANTES BLVD \ MARINA GREEN DR \ SCOTT ST,StreetSpace,Citywest Construction Inc.,4152798860,,04/29/2020,ACTIVE,8705101,94123,05/04/2020,07/03/2020,435 MARINA BLVD,4152798860,George Shami,,6001087.77253,2121698.89964,37.805840873168,-122.440520263972,POINT (-122.440520263972 37.805840873168)
20EXC-00687,BUCHANAN ST,CALIFORNIA ST,,Excavation,Bay Area Lightworks,415-822-2336,"Contract No. 34 - Traffic Signal Modifications, Contract ID No. 1000007419",02/14/2020,APPROVED,26534000,,02/21/2020,08/11/2020,,Jim Lau 415-822-2336,Stephen Pereira Schork,,6003843.23858,2115626.62357,37.7893244834268,-122.430550998766,POINT (-122.430550998766 37.7893244834268)
19EXC-01045,SAN JUAN AVE,MISSION ST,ALEMANY BLVD,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,11476000,94112,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6001731.73555,2092030.52506,37.724415455127,-122.436167270906,POINT (-122.436167270906 37.724415455127)
20EXC-00001,BAY ST,DIVISADERO ST,,Excavation,"Esquivel Grading & Paving, Inc.",415-725-1878,VArious LOcations Pavement Renovation No. 38 and Sewer Replacement Contract ID NO.1000012522,03/24/2020,APPROVED,27004000,,03/30/2020,08/27/2021,,415-468-5700,,,6000276.713,2120258.01249,37.8018383670037,-122.443223497223,POINT (-122.443223497223 37.8018383670037)
19EXC-01045,ALEMANY BLVD,OCEAN AVE,ONONDAGA AVE,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,2167201,94112,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6001168.90924,2091410.97793,37.7226823262053,-122.438068521159,POINT (-122.438068521159 37.7226823262053)
19EXC-04576,10TH AVE,LAWTON ST,,Excavation,"Precision Engineering, Inc.",415-802-6641,Various Locations Pavement Renovation No. 36 and Sewer Replacement,10/02/2019,APPROVED,27110000,,10/04/2019,02/14/2021,,415-760-8718,Minh Nguyen,,5993078.47682,2104587.25052,37.7583976236276,-122.466992603818,POINT (-122.466992603818 37.7583976236276)
20EXC-00687,LAGUNA HONDA BLVD,PLAZA ST,DEWEY BLVD,Excavation,Bay Area Lightworks,415-822-2336,"Contract No. 34 - Traffic Signal Modifications, Contract ID No. 1000007419",02/14/2020,APPROVED,7990101,94116,02/21/2020,08/11/2020,,Jim Lau 415-822-2336,Stephen Pereira Schork,,5995349.02815,2100852.92368,37.7482749004182,-122.458869716707,POINT (-122.458869716707 37.7482749004182)
17IE-0692,MISSION ROCK ST,03RD ST,04TH ST,StrtImprov,"Nibbi Brothers Construction, Inc.",415-235-1239,"Remove and reconstruct sidewalk, curb, and street per the approved plan and as directed by the Public Works inspector.",11/02/2018,APPROVED,15028000,94158,,11/02/2021,1150 03RD ST,Refer to Agent,Eric Walker,,6015372.02978,2109555.71659,37.7733014968637,-122.390238073029,POINT (-122.390238073029 37.7733014968637)
19EXC-01045,ALEMANY BLVD,LYELL ST,,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,21783000,,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6003216.68853,2094240.38828,37.7305674993756,-122.431191657819,POINT (-122.431191657819 37.7305674993756)
20EXC-01844,17TH ST,SHRADER ST,STANYAN ST,Excavation,San Francisco Water Department,415-550-4910,4971 17TH STREET,05/06/2020,ACTIVE,825000,94117,05/11/2020,06/24/2020,,CDD Dispatch 415-550-4900,Alejandro DelCalvo,,5997646.69324,2105628.65007,37.7615196591814,-122.45126886961,POINT (-122.45126886961 37.7615196591814)
20EXC-00141,20TH ST,03RD ST,TENNESSEE ST,Excavation,Bay Area Lightworks,415-822-2336,"CURB RAMPS #13 VARIOUS LOCATIONS, CONTRACT ID NO. 1000009580",03/25/2020,APPROVED,1027000,94107,03/30/2020,12/14/2020,,Bay Area Lightworks 415-822-2336,,,6015629.3426,2104874.85218,37.7604631304863,-122.389021106086,POINT (-122.389021106086 37.7604631304863)
19EXC-02689,FOLSOM ST,SPEAR ST,MAIN ST,Excavation,Mitchell Engineering. Inc.,415-589-7316,"Transbay Folsom Streetscape Improvements (rebid) Project, Contract ID No. 1000012784",06/14/2019,APPROVED,5651000,94105,06/15/2019,10/09/2020,,415-523-7321,Roberto Aguirre,true,6015152.84795,2115539.52406,37.7897195209223,-122.391414655949,POINT (-122.391414655949 37.7897195209223)
20SSP-00132,07TH ST,BRYANT ST,BRANNAN ST,StreetSpace,Deacon Construction LLC,916-969-0900,,05/22/2020,APPROVED,375000,94103,05/21/2020,09/20/2020,550 07TH ST,(916)969-0900,,,6011377.51507,2109720.67917,37.7735320728704,-122.404067334076,POINT (-122.404067334076 37.7735320728704)
19TC-00581,VALENCIA ST,22ND ST,23RD ST,TableChair,The Crepe House 3,(415) 816-2494,"3 Tables and 6 Chairs occupying approximately 50 sq. ft. in the public right-of-way on 1132 VALENCIA ST Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday between the hours of 8:00 AM and 9:00 PM.",11/06/2019,APPROVED,13071000,94110,11/16/2019,11/15/2020,1132 VALENCIA ST,Refer to Agent,,,6006324.3178,2102959.79751,37.7546846512283,-122.421066978547,POINT (-122.421066978547 37.7546846512283)
19EXC-05439,GREENWICH ST,GRANT AVE,KRAMER PL,Excavation,R & S Construction Management Inc,(415) 746-9564,Various Locations Curb Ramps No.9,10/25/2019,APPROVED,6492000,94133,10/28/2019,05/30/2020,,415-746-9564,Michael Wong,,6010424.73294,2120284.87293,37.8024855442667,-122.408108348409,POINT (-122.408108348409 37.8024855442667)
20EXC-00255,ALEMANY BLVD,CONGDON ST,,Excavation,"Harty Pipelines, Inc.",(415) 585-6023,CONTRACT NO. 1000013347 - VARIOUS LOCATIONS PAVEMENT RENOVATION NO. 43 AND SEWER REPLACEMENT,03/18/2020,APPROVED,21006000,,03/23/2020,07/31/2021,,415-585-6023,,true,6004675.49944,2094429.20819,37.7311685181001,-122.426161766451,POINT (-122.426161766451 37.7311685181001)
19D-00188,WASHINGTON ST,OLD CHINATOWN LN \ SPOFFORD ST,STOCKTON ST,Display,"WING LUNG COMPANY, INC.",(415) 398-3860,Display Non-Dried Foods,06/18/2019,APPROVED,13417000,94108,06/16/2019,06/15/2020,895 WASHINGTON ST,Guang Wen Zhu: (415) 398-3860,Mari Anderson,,6010399.10876841,2117525.91535427,37.7949086865735,-122.408002342694,POINT (-122.408002342694 37.7949086865735)
19EXC-01045,OCEAN AVE,ALEMANY BLVD,SANTA YNEZ AVE,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,9807101,94112,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6001226.64634,2091758.49027,37.7236397997473,-122.437893815656,POINT (-122.437893815656 37.7236397997473)
20SSP-00256,CHESTNUT ST,LAGUNA ST,BUCHANAN ST,StreetSpace,Connor Daly Corporation,415-205-0346,,05/08/2020,ACTIVE,3974000,94123,05/11/2020,07/10/2020,1737 CHESTNUT ST,415 205 0346,George Shami,,6003538.39099,2119972.74036,37.801240528978,-122.431916195535,POINT (-122.431916195535 37.801240528978)
19EXC-01045,ALEMANY BLVD,LYELL ST,SILVER AVE,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,2160101,94112,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6002894.12492,2094109.42774,37.7301896268131,-122.432297457772,POINT (-122.432297457772 37.7301896268131)
19EXC-01045,ALEMANY BLVD,SAN JUAN AVE,OCEAN AVE,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,2166101,94112,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6001381.1152,2091997.0922,37.7243037293443,-122.437376921996,POINT (-122.437376921996 37.7243037293443)
19EXC-01045,ALEMANY BLVD,THERESA ST,COTTER ST,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,2163101,94112,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6002195.69101,2093478.92775,37.7284187902547,-122.434666964755,POINT (-122.434666964755 37.7284187902547)
19EXC-01045,ALEMANY BLVD,CONGDON ST,ROUSSEAU ST,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,2158201,94112,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6004191.27406,2094544.28705,37.7314571179649,-122.427844016057,POINT (-122.427844016057 37.7314571179649)
20EXC-01371,CAMPTON PL,STOCKTON ST,,Excavation,CableCom,650-544-4467,300 Post St.,05/18/2020,APPROVED,24907000,94108,05/21/2020,06/18/2020,300 POST ST,650-544-44667,Marc Anthony Bura,,6010690.99991333,2115198.30238675,37.7885339587024,-122.406828228528,POINT (-122.406828228528 37.7885339587024)
19EXC-04576,MORAGA ST,12TH AVE,FUNSTON AVE,Excavation,"Precision Engineering, Inc.",415-802-6641,Various Locations Pavement Renovation No. 36 and Sewer Replacement,10/02/2019,APPROVED,9338000,94122,10/04/2019,02/14/2021,,415-760-8718,Minh Nguyen,,5992327.54841,2103880.74184,37.7564143640768,-122.469538193661,POINT (-122.469538193661 37.7564143640768)
19EXC-05838,KEITH ST,BOWMAN CT,REBECCA LN,Excavation,Pacific Gas & Electric,510-210-2814,Fairfax Ave. & Mendell St.,05/21/2020,APPROVED,7779000,94124,06/29/2020,12/25/2020,,415-695-3394,,,6017548.45266,2096515.89426,37.7376173372736,-122.381802319874,POINT (-122.381802319874 37.7376173372736)
19TC-00455,UNION ST,WEBSTER ST,FILLMORE ST,TableChair,THE BRIXTON,,"Four (4) tables and sixteen (16) chairs occupying approximately 94 sq. ft. in the public right-of-way on 2140 UNION ST Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday between the hours of 10:00AM  and 2:00AM.",08/13/2019,APPROVED,12871000,94123,08/16/2019,08/15/2020,2140 UNION ST,Refer to Agent,Ariel Garcia,,6002752.38544,2118572.2126,37.7973504552928,-122.434535919223,POINT (-122.434535919223 37.7973504552928)
19TC-00629,MISSION ST,21ST ST,22ND ST,TableChair,Foreign Cinema,415-648-7600,4 tables and 10 chairs,12/06/2019,APPROVED,9123000,94110,11/16/2019,11/15/2020,2534 MISSION ST,510-593-7091,,,6006860.34202,2103565.888,37.7563790382698,-122.419256249581,POINT (-122.419256249581 37.7563790382698)
19EXC-01045,ALEMANY BLVD,SILVER AVE,TINGLEY ST,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,2161201,94112,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6002469.88333,2093903.62675,37.729600479797,-122.433749411458,POINT (-122.433749411458 37.729600479797)
19IE-01031,NOE ST,15TH ST,BEAVER ST,StrtImprov,B Side Construction,415-699-1469,"Reconstruct damaged sidewalk, curb cut and curb/gutter as necessary.",01/07/2020,APPROVED,9610000,94114,,06/30/2020,208 NOE ST,415-699-1469,,,6002832.41914,2107023.18133,37.7656442622971,-122.433433252556,POINT (-122.433433252556 37.7656442622971)
06IE-0158,BUENA VISTA AVE WEST,BUENA VISTA AVE \ CENTRAL AVE,BUENA VISTA AVE \ WALLER ST,StrtImprov,Jane Cee,(415) 882-7261,"Reconstruct new sidewalk at various location, exterior concrete stair, level landing to City Standards.  Saw-cut 2' of AC gutter and replace with 2in ACWS on 8in concrete base as directed by the BSM inspector. Include in this SI is Phase II: Curb Ramps that cross Central AvenuePhase III (curbs ramps at intersection Buena Vista West & Central Avenue)",03/27/2009,ACTIVE,3370000,94117,,,815 BUENA VISTA WEST AVE,Fred Westco 510-750-4418,Steven Noya,,,,,,
20EXC-02017,FILLMORE ST,LOMBARD ST,CHESTNUT ST,Excavation,Pacific Gas & Electric,415-695-3500,2001 Chestnut,05/21/2020,APPROVED,5567000,94123,06/01/2020,06/29/2020,,4156953330,,,6002309.88428,2119666.66494,37.8003304061324,-122.436145445319,POINT (-122.436145445319 37.8003304061324)
19IE-00540,PACIFIC AVE,BURGOYNE ST,HYDE ST,StrtImprov,"Granite Excavation & Demolition, Inc.",415 649-6202,"Sidewalk improvement and replacement including new curb cut, corresponding with construction of a new residential building over garage/basement.",11/12/2019,APPROVED,10143000,94109,,11/12/2020,1370 PACIFIC AVE,415 699 3640,,,6007588.94161,2117840.58419,37.7956149526062,-122.417748263394,POINT (-122.417748263394 37.7956149526062)
20EXC-01625,FRANKLIN ST,FERN ST,BUSH ST,Excavation,CableCom,650-520-7091,1610 Bush St.,05/18/2020,APPROVED,5822000,94109,05/25/2020,06/22/2020,1610 BUSH ST,650-544-4467,Marc Anthony Bura,,6005782.59092,2115216.31967,37.7883075637853,-122.423811871586,POINT (-122.423811871586 37.7883075637853)
19EXC-01045,ALEMANY BLVD,COTTER ST,FRANCIS ST,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,2164101,94112,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6002049.6679,2093275.78745,37.7278527221759,-122.435157249481,POINT (-122.435157249481 37.7278527221759)
15WR-0254,HYDE ST,SUTTER ST,BUSH ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,07/12/2016,APPROVED,7123000,94109,07/12/2016,04/30/2027,810 HYDE ST,Nicole Mason 510-468-3802,,,6007832.89552,2115212.02974,37.7884113148686,-122.416717830731,POINT (-122.416717830731 37.7884113148686)
19EXC-01045,ALEMANY BLVD,SENECA AVE,,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,22053000,,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6000198.77318,2089956.7189,37.7186340416339,-122.441317765099,POINT (-122.441317765099 37.7186340416339)
20EXC-01991,JONES ST,EDDY ST,ELLIS ST,Excavation,Pacific Gas & Electric,(925) 588-3241,"District 3, 6 - MH 2260-2857",05/21/2020,APPROVED,7566000,94102,06/01/2020,06/29/2020,,415-695-3500,Marc Anthony Bura,,6008967.09185,2113727.68829,37.7843993973142,-122.412688701987,POINT (-122.412688701987 37.7843993973142)
18WR-0416,CARROLL AVE,INGALLS ST,JENNINGS ST,Wireless,ExteNet Systems (California) LLC,415-377-7826,,05/07/2020,APPROVED,3736000,94124,05/07/2020,02/28/2031,1490 CARROLL AVE,415-722-1183,,,6014736.66649,2091586.34044,37.7239261108819,-122.391179610538,POINT (-122.391179610538 37.7239261108819)
19EXC-05924,ANZAVISTA AVE,BAKER ST,FORTUNA AVE,Excavation,Pacific Gas & Electric,925-968-8248,Anza Vista,01/24/2020,APPROVED,2364000,94115,02/22/2020,06/22/2020,,415-264-6935,,,6000414.23139,2112216.57318,37.7797665162938,-122.442170043327,POINT (-122.442170043327 37.7797665162938)
19EXC-01045,ALEMANY BLVD,ONONDAGA AVE,SENECA AVE,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,2168101,94112,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6000702.94534,2090433.87534,37.7199729133542,-122.439609239452,POINT (-122.439609239452 37.7199729133542)
19D-00189,WASHINGTON ST,OLD CHINATOWN LN \ SPOFFORD ST,STOCKTON ST,Display,Dai Lee Food Inc,415-362-4326,Packaged noodles and candies in public Right of Way on Washington St.Mon-Sun: 8:00AM to 6:00PM,06/18/2019,APPROVED,13417000,94108,06/16/2019,06/15/2020,878 WASHINGTON ST,Refer to Agent,Muhammad Yasir,,6010501.81663,2117584.51197,37.7950753285476,-122.407651090618,POINT (-122.407651090618 37.7950753285476)
20EXC-01586,MISSION ST,15TH ST,16TH ST,Excavation,San Francisco Water Department,415-550-4910,1950 Mission Street,04/13/2020,APPROVED,9115000,94103,04/20/2020,06/03/2020,1950 MISSION ST,CDD Dispatch 415-550-4900,,,6006774.63944,2107014.66686,37.7658437544909,-122.419797345744,POINT (-122.419797345744 37.7658437544909)
19TC-00376,TILLMAN PL,END,GRANT AVE,TableChair,Hops and Hominy,(352) 804-8148,Tables & Chairs (6 tables and 16 chairs on Tillman Pl 145SFM-Su 11am to 10pm,06/14/2019,APPROVED,12612000,94108,06/16/2019,06/15/2020,1 TILLMAN PL,(352) 804-8148,,,6011074.01174,2115488.29329,37.7893516281272,-122.405523491582,POINT (-122.405523491582 37.7893516281272)
20SC-00247,OAK ST,OCTAVIA ST,LAGUNA ST,StorCont,"PODS, Inc",510 504 6731,,04/27/2020,APPROVED,9753000,94102,06/25/2020,06/27/2020,341 OAK ST,925-596-4153,,,6005379.25213,2110223.9111,37.7745768607494,-122.424852040241,POINT (-122.424852040241 37.7745768607494)
20EXC-01975,TARAVAL ST,42ND AVE,43RD AVE,Excavation,Pacific Gas & Electric,5102920681,Taraval St. Potholing - 37th ave. to 44th ave.,05/21/2020,APPROVED,12419000,94116,05/30/2020,06/27/2020,,415-695-3500,Teresa McNamara,,5983159.61201,2098801.66178,37.7419345045948,-122.500868024551,POINT (-122.500868024551 37.7419345045948)
20PKT-00003,11TH ST,FOLSOM ST,HARRISON ST,Parklet,Butter,(415) 342-9600,"A 42' LONG PARKLET CONSISTING OF A 3/4in MARINE GRADE PLYWOOD WITH SYNLAWN ARTIFICIAL TURF, SLIP RESISTANT AND ACCESSIBLE, 1/4in THICK NON-SKID METAL PLATE COVERING THE ENTIRE CURB CUT AREA AND GUTTER, SUPPORTED BY TREX 2in x 4in, 40in HIGH WHITE PICKET FENCE RUNNING ALONG THE BACKSIDE OF THE PARKLET, 3 BENCHES, 2 PICNIC TABLES AND 6' x 8' BIKE CORRAL AREA FOR USE BY THE GENERAL PUBLIC FRONTING THE SUBJECT BUSINESS.",02/03/2020,APPROVED,515000,94103,02/16/2020,02/16/2021,354 11TH ST,Refer to Agent,Nancy Lynch,,6008699.29405,2108876.21892,37.7710633795325,-122.413272000154,POINT (-122.413272000154 37.7710633795325)
19EXC-05439,SUTTER ST,PIERCE ST,SCOTT ST,Excavation,R & S Construction Management Inc,(415) 746-9564,Various Locations Curb Ramps No.9,10/25/2019,APPROVED,12341000,94115,10/28/2019,05/30/2020,,415-746-9564,Michael Wong,,6001841.43322,2114298.26691,37.7855635519989,-122.437381841,POINT (-122.437381841 37.7855635519989)
19EXC-01045,ALEMANY BLVD,OCEAN AVE,LEO ST,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,Alemany Blvd Infrastructure Improvements,06/05/2019,APPROVED,2167101,94112,06/20/2019,11/30/2020,,415 559 3325,Peter Liu,,6001333.25143,2091640.97732,37.7233231973938,-122.437516889784,POINT (-122.437516889784 37.7233231973938)
